Abstime(sec),yyyy-mm-ddTHH:MM:SS.sss,x(m),y(m),z(m),xdot(m/s),ydot(m/s),zdot(m/s),phi(deg.),psi(deg.),theta(deg.),phidot(deg./sec),psidot(deg./sec),thetadot(deg./sec),roll(deg.),pitch(deg.),yaw(deg.)
1762467005.650000,2025-11-06T22:10:05.650,-124102.904762,-35337.951244,-1817135.052662,1304.078494,1002.408954,-97.100914,240.945286602676,21.996799959020,1.036676564019,0.000152000000,0.000000000000,0.000000000000,26.000393,-0.074700,0.033975
1762467006.150000,2025-11-06T22:10:06.150,-123450.946872,-34836.412312,-1817183.419018,1304.128831,1002.423169,-96.364322,240.945362678408,21.996799982798,1.036676746261,0.000152000000,0.000000000000,0.000000000000,26.000426,-0.074681,0.033950
1762467006.650000,2025-11-06T22:10:06.650,-122798.962496,-34334.868013,-1817231.417066,1304.178910,1002.437181,-95.627710,240.945438754358,21.996800006555,1.036676928505,0.000152000000,0.000000000000,0.000000000000,26.000455,-0.074664,0.033927
1762467007.150000,2025-11-06T22:10:07.150,-122146.951769,-33833.318453,-1817279.046797,1304.228730,1002.450989,-94.891078,240.945514830510,21.996800030292,1.036677110751,0.000152000000,0.000000000000,0.000000000000,26.000480,-0.074648,0.033907
1762467007.650000,2025-11-06T22:10:07.650,-121494.914824,-33331.763739,-1817326.308201,1304.278290,1002.464593,-94.154426,240.945590906847,21.996800054011,1.036677292999,0.000152000000,0.000000000000,0.000000000000,26.000501,-0.074633,0.033888
1762467008.150000,2025-11-06T22:10:08.150,-120842.851796,-32830.203977,-1817373.201269,1304.327591,1002.477993,-93.417754,240.945666983354,21.996800077713,1.036677475249,0.000152000000,0.000000000000,0.000000000000,26.000518,-0.074620,0.033872
1762467008.650000,2025-11-06T22:10:08.650,-120190.762818,-32328.639271,-1817419.725990,1304.376632,1002.491189,-92.681060,240.945743060017,21.996800101400,1.036677657500,0.000152000000,0.000000000000,0.000000000000,26.000531,-0.074608,0.033857
1762467009.150000,2025-11-06T22:10:09.150,-119538.648024,-31827.069728,-1817465.882355,1304.425412,1002.504180,-91.944346,240.945819136823,21.996800125073,1.036677839753,0.000152000000,0.000000000000,0.000000000000,26.000542,-0.074598,0.033844
1762467009.650000,2025-11-06T22:10:09.650,-118886.507548,-31325.495452,-1817511.670352,1304.473932,1002.516968,-91.207610,240.945895213757,21.996800148734,1.036678022007,0.000152000000,0.000000000000,0.000000000000,26.000549,-0.074588,0.033832
1762467010.150000,2025-11-06T22:10:10.150,-118234.341524,-30823.916549,-1817557.089972,1304.522191,1002.529550,-90.470852,240.945971290809,21.996800172383,1.036678204263,0.000152000000,0.000000000000,0.000000000000,26.000554,-0.074579,0.033822
1762467010.650000,2025-11-06T22:10:10.650,-117582.150084,-30322.333123,-1817602.141204,1304.570188,1002.541929,-89.734072,240.946047367967,21.996800196021,1.036678386519,0.000152000000,0.000000000000,0.000000000000,26.000556,-0.074571,0.033813
