Longitude,Latitude,Pixel,Scan
27.5286918,-85.2865754,2300,200
27.5193834,-85.286967,2400,200
27.5100737,-85.2873585,2500,200
27.5007626,-85.2877498,2600,200
27.4914503,-85.2881411,2700,200
27.4821366,-85.2885321,2800,200
27.4728216,-85.2889231,2900,200
27.4635053,-85.2893139,3000,200
27.4541876,-85.2897046,3100,200
27.4448687,-85.2900951,3200,200
27.4355484,-85.2904855,3300,200
27.4262268,-85.2908758,3400,200
27.4169039,-85.2912659,3500,200
27.4075797,-85.2916559,3600,200
27.3982541,-85.2920458,3700,200
27.3889272,-85.2924355,3800,200
27.3795991,-85.2928251,3900,200
27.3702695,-85.2932145,4000,200
27.3609387,-85.2936038,4100,200
27.3516066,-85.293993,4200,200
27.3422731,-85.2943821,4300,200
27.3329383,-85.294771,4400,200
27.3236022,-85.2951597,4500,200
27.3142648,-85.2955484,4600,200
27.3049261,-85.2959369,4700,200
27.295586,-85.2963252,4800,200
27.2862447,-85.2967135,4900,200
27.276902,-85.2971015,5000,200
27.267558,-85.2974895,5100,200
27.2582127,-85.2978773,5200,200
27.248866,-85.298265,5300,200
27.2395181,-85.2986525,5400,200
27.2301688,-85.2990399,5500,200
27.2208182,-85.2994272,5600,200
27.2114663,-85.2998143,5700,200
27.2021131,-85.3002013,5800,200
27.1927586,-85.3005882,5900,200
27.1834027,-85.3009749,6000,200
27.1740456,-85.3013615,6100,200
27.1646871,-85.301748,6200,200
27.1553273,-85.3021343,6300,200
27.1459662,-85.3025205,6400,200
27.1366037,-85.3029065,6500,200
27.12724,-85.3032924,6600,200
27.1178749,-85.3036782,6700,200
27.1085086,-85.3040638,6800,200
27.0991409,-85.3044493,6900,200
27.0897719,-85.3048347,7000,200
27.0804016,-85.3052199,7100,200
27.0710299,-85.305605,7200,200
27.061657,-85.3059899,7300,200
27.0522827,-85.3063747,7400,200
27.0429071,-85.3067594,7500,200
27.0335302,-85.307144,7600,200
27.024152,-85.3075284,7700,200
27.0147725,-85.3079126,7800,200
27.0053917,-85.3082968,7900,200
26.9960096,-85.3086808,8000,200
26.9866261,-85.3090646,8100,200
26.9772413,-85.3094483,8200,200
26.9678552,-85.3098319,8300,200
26.9584678,-85.3102154,8400,200
26.9490791,-85.3105987,8500,200
26.9396891,-85.3109818,8600,200
26.9302978,-85.3113649,8700,200
26.9209051,-85.3117478,8800,200
26.9115112,-85.3121305,8900,200
26.9021159,-85.3125132,9000,200
26.8927193,-85.3128957,9100,200
26.8833214,-85.313278,9200,200
26.8739222,-85.3136602,9300,200
26.8645217,-85.3140423,9400,200
26.8551199,-85.3144242,9500,200
26.8457167,-85.314806,9600,200
26.8363123,-85.3151877,9700,200
26.8269065,-85.3155692,9800,200
26.8174994,-85.3159506,9900,200
26.808091,-85.3163319,10000,200
26.7986813,-85.316713,10100,200
26.7892703,-85.317094,10200,200
26.779858,-85.3174748,10300,200
26.7704444,-85.3178555,10400,200
26.7610294,-85.3182361,10500,200
26.7516132,-85.3186165,10600,200
26.7421956,-85.3189968,10700,200
26.7327767,-85.319377,10800,200
26.7233566,-85.319757,10900,200
26.7139351,-85.3201369,11000,200
26.7045123,-85.3205166,11100,200
26.6950882,-85.3208962,11200,200
26.6856628,-85.3212757,11300,200
26.676236,-85.321655,11400,200
26.666808,-85.3220342,11500,200
26.6573786,-85.3224133,11600,200
26.647948,-85.3227922,11700,200
26.638516,-85.323171,11800,200
26.6290828,-85.3235496,11900,200
26.6197425,-85.3239244,11999,200
27.7378935,-85.2767933,0,300
27.7286165,-85.2771879,100,300
27.7193383,-85.2775825,200,300
27.7100587,-85.2779769,300,300
27.7007778,-85.2783712,400,300
27.6914956,-85.2787653,500,300
27.6822121,-85.2791593,600,300
27.6729272,-85.2795532,700,300
27.6636411,-85.2799469,800,300
27.6543536,-85.2803405,900,300
27.6450647,-85.280734,1000,300
27.6357746,-85.2811273,1100,300
27.6264831,-85.2815205,1200,300
27.6171904,-85.2819136,1300,300
27.6078963,-85.2823065,1400,300
27.5986008,-85.2826993,1500,300
27.5893041,-85.2830919,1600,300
27.580006,-85.2834845,1700,300
27.5707067,-85.2838768,1800,300
27.561406,-85.2842691,1900,300
27.5521039,-85.2846612,2000,300
27.5428006,-85.2850532,2100,300
27.5334959,-85.285445,2200,300
27.5241899,-85.2858367,2300,300
27.5148826,-85.2862283,2400,300
27.505574,-85.2866197,2500,300
27.4962641,-85.287011,2600,300
27.4869528,-85.2874021,2700,300
27.4776402,-85.2877932,2800,300
27.4683263,-85.2881841,2900,300
27.4590111,-85.2885748,3000,300
27.4496946,-85.2889654,3100,300
27.4403767,-85.2893559,3200,300
27.4310576,-85.2897462,3300,300
27.4217371,-85.2901364,3400,300
27.4124153,-85.2905265,3500,300
27.4030921,-85.2909164,3600,300
27.3937677,-85.2913062,3700,300
27.3844419,-85.2916959,3800,300
27.3751148,-85.2920854,3900,300
27.3657864,-85.2924748,4000,300
27.3564567,-85.2928641,4100,300
27.3471257,-85.2932532,4200,300
27.3377933,-85.2936422,4300,300
27.3284597,-85.294031,4400,300
27.3191247,-85.2944197,4500,300
27.3097884,-85.2948083,4600,300
27.3004508,-85.2951967,4700,300
27.2911118,-85.295585,4800,300
27.2817716,-85.2959732,4900,300
27.27243,-85.2963612,5000,300
27.2630871,-85.2967491,5100,300
27.2537429,-85.2971369,5200,300
27.2443974,-85.2975245,5300,300
27.2350506,-85.297912,5400,300
27.2257024,-85.2982993,5500,300
27.2163529,-85.2986865,5600,300
27.2070022,-85.2990736,5700,300
27.1976501,-85.2994606,5800,300
27.1882966,-85.2998474,5900,300
27.1789419,-85.300234,6000,300
27.1695859,-85.3006206,6100,300
27.1602285,-85.3010069,6200,300
27.1508698,-85.3013932,6300,300
27.1415098,-85.3017793,6400,300
27.1321485,-85.3021653,6500,300
27.1227859,-85.3025511,6600,300
27.113422,-85.3029369,6700,300
27.1040567,-85.3033224,6800,300
27.0946902,-85.3037079,6900,300
27.0853223,-85.3040932,7000,300
27.0759531,-85.3044783,7100,300
27.0665826,-85.3048634,7200,300
27.0572108,-85.3052482,7300,300
27.0478377,-85.305633,7400,300
27.0384632,-85.3060176,7500,300
27.0290875,-85.3064021,7600,300
27.0197104,-85.3067864,7700,300
27.010332,-85.3071706,7800,300
27.0009523,-85.3075547,7900,300
26.9915713,-85.3079387,8000,300
26.982189,-85.3083224,8100,300
26.9728053,-85.3087061,8200,300
26.9634204,-85.3090896,8300,300
26.9540341,-85.309473,8400,300
26.9446466,-85.3098563,8500,300
26.9352577,-85.3102394,8600,300
26.9258675,-85.3106224,8700,300
26.916476,-85.3110052,8800,300
26.9070831,-85.3113879,8900,300
26.897689,-85.3117705,9000,300
26.8882936,-85.3121529,9100,300
26.8788968,-85.3125352,9200,300
26.8694987,-85.3129173,9300,300
26.8600994,-85.3132994,9400,300
26.8506987,-85.3136812,9500,300
26.8412967,-85.314063,9600,300
26.8318934,-85.3144446,9700,300
26.8224887,-85.3148261,9800,300
26.8130828,-85.3152074,9900,300
26.8036756,-85.3155886,10000,300
26.794267,-85.3159696,10100,300
26.7848572,-85.3163506,10200,300
26.775446,-85.3167313,10300,300
26.7660335,-85.317112,10400,300
26.7566197,-85.3174925,10500,300
26.7472046,-85.3178729,10600,300
26.7377882,-85.3182531,10700,300
26.7283705,-85.3186332,10800,300
26.7189515,-85.3190132,10900,300
26.7095311,-85.319393,11000,300
26.7001095,-85.3197727,11100,300
26.6906865,-85.3201522,11200,300
26.6812623,-85.3205316,11300,300
26.6718367,-85.3209109,11400,300
26.6624098,-85.32129,11500,300
26.6529816,-85.321669,11600,300
26.6435521,-85.3220479,11700,300
26.6341213,-85.3224266,11800,300
26.6246892,-85.3228052,11900,300
26.6153501,-85.3231799,11999,300
27.7333662,-85.2760562,0,400
27.7240904,-85.2764508,100,400
27.7148132,-85.2768453,200,400
27.7055347,-85.2772397,300,400
27.6962549,-85.2776339,400,400
27.6869738,-85.2780279,500,400
27.6776913,-85.2784219,600,400
27.6684076,-85.2788157,700,400
27.6591225,-85.2792094,800,400
27.6498361,-85.2796029,900,400
27.6405483,-85.2799963,1000,400
27.6312593,-85.2803896,1100,400
27.6219689,-85.2807827,1200,400
27.6126772,-85.2811757,1300,400
27.6033842,-85.2815686,1400,400
27.5940899,-85.2819613,1500,400
27.5847942,-85.2823539,1600,400
27.5754973,-85.2827464,1700,400
27.566199,-85.2831387,1800,400
27.5568994,-85.2835309,1900,400
27.5475984,-85.2839229,2000,400
27.5382962,-85.2843148,2100,400
27.5289926,-85.2847066,2200,400
27.5196877,-85.2850982,2300,400
27.5103815,-85.2854897,2400,400
27.501074,-85.2858811,2500,400
27.4917652,-85.2862723,2600,400
27.482455,-85.2866634,2700,400
27.4731435,-85.2870544,2800,400
27.4638307,-85.2874452,2900,400
27.4545166,-85.2878359,3000,400
27.4452012,-85.2882265,3100,400
27.4358844,-85.2886169,3200,400
27.4265663,-85.2890072,3300,400
27.417247,-85.2893973,3400,400
27.4079262,-85.2897873,3500,400
27.3986042,-85.2901772,3600,400
27.3892809,-85.2905669,3700,400
27.3799562,-85.2909565,3800,400
27.3706303,-85.291346,3900,400
27.361303,-85.2917353,4000,400
27.3519744,-85.2921245,4100,400
27.3426444,-85.2925136,4200,400
27.3333132,-85.2929025,4300,400
27.3239806,-85.2932913,4400,400
27.3146467,-85.2936799,4500,400
27.3053116,-85.2940685,4600,400
27.295975,-85.2944568,4700,400
27.2866372,-85.2948451,4800,400
27.2772981,-85.2952332,4900,400
27.2679576,-85.2956211,5000,400
27.2586159,-85.296009,5100,400
27.2492728,-85.2963967,5200,400
27.2399284,-85.2967842,5300,400
27.2305826,-85.2971717,5400,400
27.2212356,-85.2975589,5500,400
27.2118873,-85.2979461,5600,400
27.2025376,-85.2983331,5700,400
27.1931866,-85.29872,5800,400
27.1838343,-85.2991067,5900,400
27.1744807,-85.2994933,6000,400
27.1651258,-85.2998798,6100,400
27.1557695,-85.3002661,6200,400
27.146412,-85.3006523,6300,400
27.1370531,-85.3010384,6400,400
27.1276929,-85.3014243,6500,400
27.1183315,-85.3018101,6600,400
27.1089686,-85.3021957,6700,400
27.0996045,-85.3025813,6800,400
27.0902391,-85.3029666,6900,400
27.0808723,-85.3033519,7000,400
27.0715043,-85.303737,7100,400
27.0621349,-85.3041219,7200,400
27.0527642,-85.3045068,7300,400
27.0433922,-85.3048915,7400,400
27.0340189,-85.305276,7500,400
27.0246443,-85.3056604,7600,400
27.0152683,-85.3060447,7700,400
27.0058911,-85.3064289,7800,400
26.9965125,-85.3068129,7900,400
26.9871326,-85.3071968,8000,400
26.9777514,-85.3075805,8100,400
26.9683689,-85.3079641,8200,400
26.9589851,-85.3083476,8300,400
26.9496,-85.3087309,8400,400
26.9402136,-85.3091141,8500,400
26.9308258,-85.3094971,8600,400
26.9214368,-85.30988,8700,400
26.9120464,-85.3102628,8800,400
26.9026547,-85.3106455,8900,400
26.8932617,-85.311028,9000,400
26.8838674,-85.3114103,9100,400
26.8744718,-85.3117926,9200,400
26.8650749,-85.3121747,9300,400
26.8556766,-85.3125566,9400,400
26.8462771,-85.3129384,9500,400
26.8368762,-85.3133201,9600,400
26.8274741,-85.3137017,9700,400
26.8180706,-85.3140831,9800,400
26.8086658,-85.3144644,9900,400
26.7992597,-85.3148455,10000,400
26.7898523,-85.3152265,10100,400
26.7804436,-85.3156074,10200,400
26.7710336,-85.3159881,10300,400
26.7616222,-85.3163687,10400,400
26.7522096,-85.3167491,10500,400
26.7427956,-85.3171294,10600,400
26.7333804,-85.3175096,10700,400
26.7239638,-85.3178896,10800,400
26.7145459,-85.3182695,10900,400
26.7051268,-85.3186493,11000,400
26.6957063,-85.3190289,11100,400
26.6862845,-85.3194084,11200,400
26.6768614,-85.3197878,11300,400
26.6674369,-85.320167,11400,400
26.6580112,-85.3205461,11500,400
26.6485842,-85.320925,11600,400
26.6391558,-85.3213038,11700,400
26.6297262,-85.3216825,11800,400
26.6202952,-85.322061,11900,400
26.6109573,-85.3224356,11999,400
27.7288362,-85.2753197,0,500
27.7195614,-85.2757142,100,500
27.7102854,-85.2761087,200,500
27.701008,-85.276503,300,500
27.6917292,-85.2768971,400,500
27.6824492,-85.2772911,500,500
27.6731678,-85.277685,600,500
27.6638851,-85.2780788,700,500
27.6546011,-85.2784724,800,500
27.6453158,-85.2788659,900,500
27.6360292,-85.2792592,1000,500
27.6267412,-85.2796524,1100,500
27.6174519,-85.2800455,1200,500
27.6081613,-85.2804384,1300,500
27.5988694,-85.2808312,1400,500
27.5895762,-85.2812239,1500,500
27.5802816,-85.2816164,1600,500
27.5709857,-85.2820088,1700,500
27.5616885,-85.2824011,1800,500
27.55239,-85.2827932,1900,500
27.5430902,-85.2831852,2000,500
27.533789,-85.283577,2100,500
27.5244865,-85.2839687,2200,500
27.5151827,-85.2843603,2300,500
27.5058776,-85.2847518,2400,500
27.4965712,-85.2851431,2500,500
27.4872635,-85.2855342,2600,500
27.4779544,-85.2859253,2700,500
27.468644,-85.2863162,2800,500
27.4593323,-85.286707,2900,500
27.4500193,-85.2870976,3000,500
27.440705,-85.2874881,3100,500
27.4313893,-85.2878784,3200,500
27.4220724,-85.2882687,3300,500
27.4127541,-85.2886587,3400,500
27.4034345,-85.2890487,3500,500
27.3941135,-85.2894385,3600,500
27.3847913,-85.2898282,3700,500
27.3754678,-85.2902177,3800,500
27.3661429,-85.2906071,3900,500
27.3568167,-85.2909964,4000,500
27.3474892,-85.2913855,4100,500
27.3381604,-85.2917745,4200,500
27.3288302,-85.2921634,4300,500
27.3194988,-85.2925521,4400,500
27.310166,-85.2929407,4500,500
27.3008319,-85.2933292,4600,500
27.2914965,-85.2937175,4700,500
27.2821598,-85.2941056,4800,500
27.2728218,-85.2944937,4900,500
27.2634825,-85.2948816,5000,500
27.2541418,-85.2952694,5100,500
27.2447998,-85.295657,5200,500
27.2354565,-85.2960445,5300,500
27.2261119,-85.2964319,5400,500
27.216766,-85.2968191,5500,500
27.2074188,-85.2972062,5600,500
27.1980702,-85.2975931,5700,500
27.1887204,-85.29798,5800,500
27.1793692,-85.2983666,5900,500
27.1700167,-85.2987532,6000,500
27.1606629,-85.2991396,6100,500
27.1513078,-85.2995259,6200,500
27.1419513,-85.299912,6300,500
27.1325936,-85.300298,6400,500
27.1232345,-85.3006839,6500,500
27.1138742,-85.3010696,6600,500
27.1045125,-85.3014552,6700,500
27.0951495,-85.3018406,6800,500
27.0857852,-85.3022259,6900,500
27.0764195,-85.3026111,7000,500
27.0670526,-85.3029962,7100,500
27.0576844,-85.3033811,7200,500
27.0483148,-85.3037658,7300,500
27.0389439,-85.3041505,7400,500
27.0295717,-85.304535,7500,500
27.0201982,-85.3049193,7600,500
27.0108234,-85.3053036,7700,500
27.0014473,-85.3056877,7800,500
26.9920699,-85.3060716,7900,500
26.9826911,-85.3064554,8000,500
26.9733111,-85.3068391,8100,500
26.9639297,-85.3072226,8200,500
26.954547,-85.307606,8300,500
26.945163,-85.3079893,8400,500
26.9357777,-85.3083724,8500,500
26.9263911,-85.3087554,8600,500
26.9170032,-85.3091383,8700,500
26.907614,-85.309521,8800,500
26.8982234,-85.3099036,8900,500
26.8888316,-85.310286,9000,500
26.8794384,-85.3106683,9100,500
26.8700439,-85.3110505,9200,500
26.8606481,-85.3114325,9300,500
26.851251,-85.3118144,9400,500
26.8418526,-85.3121962,9500,500
26.8324529,-85.3125778,9600,500
26.8230519,-85.3129593,9700,500
26.8136496,-85.3133407,9800,500
26.8042459,-85.3137219,9900,500
26.794841,-85.314103,10000,500
26.7854347,-85.3144839,10100,500
26.7760271,-85.3148647,10200,500
26.7666183,-85.3152454,10300,500
26.7572081,-85.3156259,10400,500
26.7477966,-85.3160063,10500,500
26.7383838,-85.3163865,10600,500
26.7289697,-85.3167666,10700,500
26.7195543,-85.3171466,10800,500
26.7101375,-85.3175265,10900,500
26.7007195,-85.3179062,11000,500
26.6913002,-85.3182857,11100,500
26.6818795,-85.3186652,11200,500
26.6724576,-85.3190445,11300,500
26.6630343,-85.3194236,11400,500
26.6536097,-85.3198026,11500,500
26.6441838,-85.3201815,11600,500
26.6347567,-85.3205603,11700,500
26.6253282,-85.3209389,11800,500
26.6158984,-85.3213173,11900,500
26.6065616,-85.3216919,11999,500
27.7243076,-85.2745831,0,600
27.7150339,-85.2749776,100,600
27.7057589,-85.275372,200,600
27.6964826,-85.2757662,300,600
27.687205,-85.2761603,400,600
27.677926,-85.2765543,500,600
27.6686457,-85.2769481,600,600
27.6593641,-85.2773418,700,600
27.6500812,-85.2777353,800,600
27.640797,-85.2781288,900,600
27.6315114,-85.278522,1000,600
27.6222245,-85.2789152,1100,600
27.6129363,-85.2793082,1200,600
27.6036468,-85.2797011,1300,600
27.594356,-85.2800938,1400,600
27.5850638,-85.2804864,1500,600
27.5757704,-85.2808789,1600,600
27.5664756,-85.2812712,1700,600
27.5571795,-85.2816634,1800,600
27.5478821,-85.2820555,1900,600
27.5385833,-85.2824474,2000,600
27.5292833,-85.2828392,2100,600
27.5199819,-85.2832309,2200,600
27.5106792,-85.2836224,2300,600
27.5013752,-85.2840138,2400,600
27.4920698,-85.284405,2500,600
27.4827632,-85.2847961,2600,600
27.4734552,-85.2851871,2700,600
27.4641459,-85.2855779,2800,600
27.4548353,-85.2859686,2900,600
27.4455234,-85.2863592,3000,600
27.4362102,-85.2867496,3100,600
27.4268956,-85.2871399,3200,600
27.4175798,-85.2875301,3300,600
27.4082626,-85.2879201,3400,600
27.3989441,-85.28831,3500,600
27.3896243,-85.2886998,3600,600
27.3803031,-85.2890894,3700,600
27.3709807,-85.2894789,3800,600
27.3616569,-85.2898682,3900,600
27.3523318,-85.2902574,4000,600
27.3430054,-85.2906465,4100,600
27.3336777,-85.2910354,4200,600
27.3243487,-85.2914242,4300,600
27.3150184,-85.2918129,4400,600
27.3056867,-85.2922014,4500,600
27.2963537,-85.2925898,4600,600
27.2870194,-85.2929781,4700,600
27.2776838,-85.2933662,4800,600
27.2683469,-85.2937542,4900,600
27.2590087,-85.294142,5000,600
27.2496691,-85.2945297,5100,600
27.2403283,-85.2949173,5200,600
27.2309861,-85.2953048,5300,600
27.2216426,-85.2956921,5400,600
27.2122978,-85.2960792,5500,600
27.2029517,-85.2964662,5600,600
27.1936043,-85.2968531,5700,600
27.1842555,-85.2972399,5800,600
27.1749055,-85.2976265,5900,600
27.1655541,-85.298013,6000,600
27.1562014,-85.2983994,6100,600
