Abstime(sec),yyyy-mm-ddTHH:MM:SS.sss,x(m),y(m),z(m),xdot(m/s),ydot(m/s),zdot(m/s),phi(deg.),psi(deg.),theta(deg.),phidot(deg./sec),psidot(deg./sec),thetadot(deg./sec),roll(deg.),pitch(deg.),yaw(deg.)
1762459953.573000,2025-11-06T20:12:33.572,-91886.883483,-13953.289934,-1819296.336758,1286.709971,1027.433024,-61.607808,239.872273192046,21.996460351565,1.034111056548,0.000152000000,0.000000000000,0.000000000000,26.005015,-0.195352,0.088807
1762459954.073000,2025-11-06T20:12:34.072,-91243.555974,-13439.326493,-1819326.956263,1286.747312,1027.438528,-60.870307,239.872349270422,21.996460376129,1.034111238077,0.000152000000,0.000000000000,0.000000000000,26.005007,-0.195405,0.088829
1762459954.573000,2025-11-06T20:12:34.572,-90600.208496,-12925.362063,-1819357.207013,1286.784395,1027.443824,-60.132787,239.872425348852,21.996460400696,1.034111419606,0.000152000000,0.000000000000,0.000000000000,26.004999,-0.195458,0.088850
1762459955.073000,2025-11-06T20:12:35.072,-89956.841176,-12411.396747,-1819387.088997,1286.821217,1027.448912,-59.395247,239.872501427333,21.996460425265,1.034111601134,0.000152000000,0.000000000000,0.000000000000,26.004991,-0.195512,0.088872
1762459955.573000,2025-11-06T20:12:35.572,-89313.454147,-11897.430651,-1819416.602207,1286.857780,1027.453791,-58.657687,239.872577505860,21.996460449837,1.034111782663,0.000152000000,0.000000000000,0.000000000000,26.004983,-0.195565,0.088893
1762459956.073000,2025-11-06T20:12:36.072,-88670.047536,-11383.463877,-1819445.746633,1286.894084,1027.458462,-57.920107,239.872653584429,21.996460474411,1.034111964192,0.000152000000,0.000000000000,0.000000000000,26.004976,-0.195619,0.088915
1762459956.573000,2025-11-06T20:12:36.572,-88026.621474,-10869.496531,-1819474.522264,1286.930127,1027.462925,-57.182508,239.872729663038,21.996460498986,1.034112145721,0.000152000000,0.000000000000,0.000000000000,26.004969,-0.195673,0.088936
1762459957.073000,2025-11-06T20:12:37.072,-87383.176091,-10355.528717,-1819502.929092,1286.965911,1027.467179,-56.444889,239.872805741681,21.996460523563,1.034112327251,0.000152000000,0.000000000000,0.000000000000,26.004962,-0.195727,0.088957
1762459957.573000,2025-11-06T20:12:37.572,-86739.711515,-9841.560538,-1819530.967107,1287.001435,1027.471224,-55.707252,239.872881820354,21.996460548142,1.034112508780,0.000152000000,0.000000000000,0.000000000000,26.004955,-0.195781,0.088978
1762459958.073000,2025-11-06T20:12:38.072,-86096.227878,-9327.592098,-1819558.636300,1287.036699,1027.475061,-54.969597,239.872957899054,21.996460572722,1.034112690309,0.000152000000,0.000000000000,0.000000000000,26.004948,-0.195836,0.088998
1762459958.573000,2025-11-06T20:12:38.572,-85452.725308,-8813.623503,-1819585.936661,1287.071704,1027.478690,-54.231922,239.873033977776,21.996460597302,1.034112871839,0.000152000000,0.000000000000,0.000000000000,26.004942,-0.195890,0.089019
1762459959.073000,2025-11-06T20:12:39.072,-84809.203936,-8299.654856,-1819612.868182,1287.106448,1027.482109,-53.494230,239.873110056515,21.996460621884,1.034113053368,0.000152000000,0.000000000000,0.000000000000,26.004935,-0.195944,0.089039
1762459959.573000,2025-11-06T20:12:39.572,-84165.663891,-7785.686260,-1819639.430853,1287.140933,1027.485321,-52.756519,239.873186135269,21.996460646467,1.034113234898,0.000152000000,0.000000000000,0.000000000000,26.004929,-0.195999,0.089060
1762459960.073000,2025-11-06T20:12:40.072,-83522.105302,-7271.717822,-1819665.624666,1287.175158,1027.488323,-52.018791,239.873262214032,21.996460671050,1.034113416427,0.000152000000,0.000000000000,0.000000000000,26.004923,-0.196053,0.089080
