Abstime(sec),yyyy-mm-ddTHH:MM:SS.sss,x(m),y(m),z(m),xdot(m/s),ydot(m/s),zdot(m/s),phi(deg.),psi(deg.),theta(deg.),phidot(deg./sec),psidot(deg./sec),thetadot(deg./sec),roll(deg.),pitch(deg.),yaw(deg.)
1762459948.573000,2025-11-06T20:12:28.572,-98319.031706,-19092.847052,-1818969.862425,1286.322275,1027.366525,-68.981649,239.871512411889,21.996460106094,1.034109241268,0.000152000000,0.000000000000,0.000000000000,26.005097,-0.194840,0.088585
1762459949.073000,2025-11-06T20:12:29.072,-97675.911026,-18578.899225,-1819004.168915,1286.362213,1027.374112,-68.244363,239.871588489582,21.996460130626,1.034109422795,0.000152000000,0.000000000000,0.000000000000,26.005089,-0.194890,0.088607
1762459949.573000,2025-11-06T20:12:29.572,-97032.769080,-18064.949369,-1819038.106754,1286.401891,1027.381491,-67.507055,239.871664567348,21.996460155161,1.034109604323,0.000152000000,0.000000000000,0.000000000000,26.005081,-0.194940,0.088630
1762459950.073000,2025-11-06T20:12:30.072,-96389.605998,-17550.997587,-1819071.675932,1286.441309,1027.388661,-66.769724,239.871740645189,21.996460179700,1.034109785851,0.000152000000,0.000000000000,0.000000000000,26.005073,-0.194990,0.088652
1762459950.573000,2025-11-06T20:12:30.572,-95746.421908,-17037.043984,-1819104.876438,1286.480468,1027.395624,-66.032372,239.871816723104,21.996460204242,1.034109967379,0.000152000000,0.000000000000,0.000000000000,26.005065,-0.195041,0.088674
1762459951.073000,2025-11-06T20:12:31.072,-95103.216941,-16523.088662,-1819137.708260,1286.519367,1027.402378,-65.294997,239.871892801091,21.996460228788,1.034110148907,0.000152000000,0.000000000000,0.000000000000,26.005056,-0.195092,0.088697
1762459951.573000,2025-11-06T20:12:31.572,-94459.991227,-16009.131728,-1819170.171389,1286.558007,1027.408924,-64.557602,239.871968879149,21.996460253337,1.034110330435,0.000152000000,0.000000000000,0.000000000000,26.005048,-0.195143,0.088719
1762459952.073000,2025-11-06T20:12:32.072,-93816.744894,-15495.173283,-1819202.265813,1286.596387,1027.415261,-63.820185,239.872044957277,21.996460277889,1.034110511963,0.000152000000,0.000000000000,0.000000000000,26.005040,-0.195195,0.088741
1762459952.573000,2025-11-06T20:12:32.572,-93173.478073,-14981.213434,-1819233.991523,1286.634508,1027.421390,-63.082746,239.872121035470,21.996460302445,1.034110693491,0.000152000000,0.000000000000,0.000000000000,26.005031,-0.195247,0.088763
1762459953.073000,2025-11-06T20:12:33.072,-92530.190893,-14467.252283,-1819265.348508,1286.672369,1027.427311,-62.345287,239.872197113728,21.996460327003,1.034110875020,0.000152000000,0.000000000000,0.000000000000,26.005023,-0.195300,0.088785
